Name,Weight1,Weight2,Weight3,Weight4,Dtype
freqs_cis,1.0,0.0,1.0,0.0,torch.float16
causal_mask,True,False,False,False,torch.bool
tok_embeddings.weight,1.1920928955078125e-06,-1.7881393432617188e-06,-4.291534423828125e-06,7.987022399902344e-06,torch.float16
layers.0.attention.wq.weight,-0.005950927734375,-0.01458740234375,-0.0020904541015625,0.00101470947265625,torch.float16
layers.0.attention.wk.weight,-0.0155029296875,0.0078125,-0.0010528564453125,0.00592041015625,torch.float16
layers.0.attention.wv.weight,-3.147125244140625e-05,-0.0023345947265625,0.002655029296875,0.00494384765625,torch.float16
layers.0.attention.wo.weight,8.869171142578125e-05,-0.0023040771484375,0.00439453125,-0.0054931640625,torch.float16
layers.0.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.0.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.0.feed_forward.w1.weight,0.017333984375,0.0172119140625,0.0286865234375,-0.0126953125,torch.float16
layers.0.feed_forward.w2.weight,0.005035400390625,-0.0130615234375,0.0096435546875,-0.0087890625,torch.float16
layers.0.feed_forward.w3.weight,0.001129150390625,-0.0291748046875,0.01556396484375,-0.01312255859375,torch.float16
layers.0.ffn_norm.weight,0.05078125,0.052490234375,0.0498046875,0.045654296875,torch.float16
layers.0.attention_norm.weight,0.02978515625,0.0140380859375,0.0030975341796875,0.01312255859375,torch.float16
layers.1.attention.wq.weight,-0.01336669921875,0.008056640625,-0.03857421875,0.01055908203125,torch.float16
layers.1.attention.wk.weight,-0.0247802734375,-0.003387451171875,0.038818359375,-0.0157470703125,torch.float16
layers.1.attention.wv.weight,0.00799560546875,-0.00799560546875,-0.003662109375,0.005706787109375,torch.float16
layers.1.attention.wo.weight,0.004547119140625,-0.0186767578125,0.01385498046875,-0.003570556640625,torch.float16
layers.1.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.1.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.1.feed_forward.w1.weight,0.0277099609375,-0.00909423828125,0.037109375,-0.004241943359375,torch.float16
layers.1.feed_forward.w2.weight,0.00836181640625,0.00946044921875,0.0537109375,0.00689697265625,torch.float16
layers.1.feed_forward.w3.weight,0.00151824951171875,0.03515625,-0.0159912109375,0.0216064453125,torch.float16
layers.1.ffn_norm.weight,0.099609375,0.099609375,0.09619140625,0.0947265625,torch.float16
layers.1.attention_norm.weight,0.1123046875,0.109375,0.0986328125,0.11181640625,torch.float16
layers.2.attention.wq.weight,-0.0250244140625,-0.0086669921875,0.007110595703125,0.01513671875,torch.float16
layers.2.attention.wk.weight,-0.002349853515625,0.00982666015625,-0.007232666015625,0.013671875,torch.float16
layers.2.attention.wv.weight,-0.00506591796875,0.000431060791015625,0.0218505859375,-0.0003986358642578125,torch.float16
layers.2.attention.wo.weight,0.0001697540283203125,0.0157470703125,0.008544921875,0.017578125,torch.float16
layers.2.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.2.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.2.feed_forward.w1.weight,0.007293701171875,0.0238037109375,-0.0115966796875,0.0078125,torch.float16
layers.2.feed_forward.w2.weight,0.00830078125,0.0135498046875,0.033447265625,-0.015625,torch.float16
layers.2.feed_forward.w3.weight,0.0022735595703125,-0.002105712890625,0.013916015625,0.0145263671875,torch.float16
layers.2.ffn_norm.weight,0.1337890625,0.1376953125,0.134765625,0.1318359375,torch.float16
layers.2.attention_norm.weight,0.171875,0.17578125,0.1728515625,0.17578125,torch.float16
layers.3.attention.wq.weight,0.006805419921875,0.0133056640625,-0.0003032684326171875,-0.01202392578125,torch.float16
layers.3.attention.wk.weight,0.00927734375,-0.0081787109375,-0.0057373046875,-0.0286865234375,torch.float16
layers.3.attention.wv.weight,-0.00107574462890625,0.010498046875,-0.004852294921875,0.00274658203125,torch.float16
layers.3.attention.wo.weight,-0.0291748046875,0.0079345703125,-0.016845703125,-0.0028533935546875,torch.float16
layers.3.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.3.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.3.feed_forward.w1.weight,-0.004425048828125,-0.01263427734375,-0.0185546875,-0.0162353515625,torch.float16
layers.3.feed_forward.w2.weight,-0.00128936767578125,-0.006866455078125,0.00677490234375,-0.0035400390625,torch.float16
layers.3.feed_forward.w3.weight,-0.00933837890625,0.013916015625,0.006561279296875,0.025634765625,torch.float16
layers.3.ffn_norm.weight,0.173828125,0.171875,0.16796875,0.1650390625,torch.float16
layers.3.attention_norm.weight,0.279296875,0.279296875,0.279296875,0.3046875,torch.float16
layers.4.attention.wq.weight,-0.0167236328125,0.003326416015625,-0.001922607421875,-0.005096435546875,torch.float16
layers.4.attention.wk.weight,-0.00897216796875,0.01373291015625,-0.01275634765625,0.007293701171875,torch.float16
layers.4.attention.wv.weight,-0.000377655029296875,-0.0002803802490234375,-0.0079345703125,0.004241943359375,torch.float16
layers.4.attention.wo.weight,0.03515625,0.009765625,-0.0021209716796875,0.0030975341796875,torch.float16
layers.4.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.4.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.4.feed_forward.w1.weight,-0.004364013671875,0.008056640625,-0.011474609375,0.010498046875,torch.float16
layers.4.feed_forward.w2.weight,0.026123046875,-0.003570556640625,0.0245361328125,-0.02099609375,torch.float16
layers.4.feed_forward.w3.weight,-0.01495361328125,-0.00799560546875,-0.041259765625,-0.00799560546875,torch.float16
layers.4.ffn_norm.weight,0.1875,0.18359375,0.1806640625,0.1865234375,torch.float16
layers.4.attention_norm.weight,0.26171875,0.255859375,0.259765625,0.2734375,torch.float16
layers.5.attention.wq.weight,-0.006683349609375,-0.005279541015625,-0.0166015625,0.0078125,torch.float16
layers.5.attention.wk.weight,-0.0125732421875,0.030029296875,0.004547119140625,0.017333984375,torch.float16
layers.5.attention.wv.weight,-0.035400390625,0.0047607421875,0.0159912109375,-0.00104522705078125,torch.float16
layers.5.attention.wo.weight,-0.012451171875,-0.007110595703125,0.0027313232421875,0.0019989013671875,torch.float16
layers.5.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.5.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.5.feed_forward.w1.weight,0.000812530517578125,0.001953125,-0.029052734375,0.0172119140625,torch.float16
layers.5.feed_forward.w2.weight,-0.005706787109375,-0.028076171875,-0.003204345703125,0.0103759765625,torch.float16
layers.5.feed_forward.w3.weight,-0.00433349609375,-0.01507568359375,-0.00469970703125,0.0126953125,torch.float16
layers.5.ffn_norm.weight,0.2021484375,0.19140625,0.1875,0.1923828125,torch.float16
layers.5.attention_norm.weight,0.26171875,0.26171875,0.2578125,0.265625,torch.float16
layers.6.attention.wq.weight,-0.004852294921875,-0.003753662109375,0.004638671875,0.04345703125,torch.float16
layers.6.attention.wk.weight,0.0164794921875,-0.0130615234375,0.0201416015625,-0.040283203125,torch.float16
layers.6.attention.wv.weight,0.01068115234375,0.033935546875,0.004150390625,0.00750732421875,torch.float16
layers.6.attention.wo.weight,0.0146484375,-0.01513671875,-0.036865234375,0.005340576171875,torch.float16
layers.6.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.6.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.6.feed_forward.w1.weight,0.0206298828125,0.0252685546875,-0.01611328125,-0.0002841949462890625,torch.float16
layers.6.feed_forward.w2.weight,-0.009033203125,0.016357421875,-0.002899169921875,0.00537109375,torch.float16
layers.6.feed_forward.w3.weight,-0.008544921875,-0.0089111328125,-0.0150146484375,0.0064697265625,torch.float16
layers.6.ffn_norm.weight,0.21484375,0.2060546875,0.2021484375,0.2041015625,torch.float16
layers.6.attention_norm.weight,0.314453125,0.3515625,0.326171875,0.33203125,torch.float16
layers.7.attention.wq.weight,0.007171630859375,0.0035400390625,0.0007476806640625,-0.01092529296875,torch.float16
layers.7.attention.wk.weight,-0.0040283203125,-0.00799560546875,-0.01519775390625,-0.0089111328125,torch.float16
layers.7.attention.wv.weight,-0.01519775390625,0.0023956298828125,0.01519775390625,0.00543212890625,torch.float16
layers.7.attention.wo.weight,0.01416015625,-0.01611328125,-0.004669189453125,-0.005615234375,torch.float16
layers.7.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.7.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.7.feed_forward.w1.weight,0.00531005859375,-0.00189208984375,-0.01513671875,0.007415771484375,torch.float16
layers.7.feed_forward.w2.weight,-0.00848388671875,-0.01312255859375,-0.0001373291015625,0.0196533203125,torch.float16
layers.7.feed_forward.w3.weight,0.020751953125,-0.000881195068359375,-0.002410888671875,-0.025634765625,torch.float16
layers.7.ffn_norm.weight,0.23046875,0.2158203125,0.2138671875,0.216796875,torch.float16
layers.7.attention_norm.weight,0.3203125,0.361328125,0.3359375,0.337890625,torch.float16
layers.8.attention.wq.weight,0.009033203125,-0.010986328125,-0.0260009765625,-0.0230712890625,torch.float16
layers.8.attention.wk.weight,-0.0076904296875,0.003814697265625,-0.005340576171875,0.0213623046875,torch.float16
layers.8.attention.wv.weight,-0.024169921875,-0.0142822265625,0.00439453125,-0.005859375,torch.float16
layers.8.attention.wo.weight,0.01177978515625,0.0135498046875,-0.0125732421875,0.01409912109375,torch.float16
layers.8.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.8.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.8.feed_forward.w1.weight,0.01025390625,0.002166748046875,-0.039794921875,0.033203125,torch.float16
layers.8.feed_forward.w2.weight,-0.01080322265625,-0.0054931640625,0.01953125,0.00089263916015625,torch.float16
layers.8.feed_forward.w3.weight,-0.00921630859375,0.017578125,-0.0155029296875,-0.004425048828125,torch.float16
layers.8.ffn_norm.weight,0.2353515625,0.220703125,0.212890625,0.2216796875,torch.float16
layers.8.attention_norm.weight,0.328125,0.33984375,0.328125,0.32421875,torch.float16
layers.9.attention.wq.weight,-0.01806640625,0.0034027099609375,0.01519775390625,0.0111083984375,torch.float16
layers.9.attention.wk.weight,-0.03466796875,0.010986328125,-0.01470947265625,0.00970458984375,torch.float16
layers.9.attention.wv.weight,-0.004241943359375,0.00946044921875,-0.000392913818359375,0.007537841796875,torch.float16
layers.9.attention.wo.weight,0.00970458984375,0.010986328125,0.004638671875,-0.026123046875,torch.float16
layers.9.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.9.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.9.feed_forward.w1.weight,-0.007049560546875,0.02734375,-0.005401611328125,0.006927490234375,torch.float16
layers.9.feed_forward.w2.weight,-0.00531005859375,0.023681640625,-0.04345703125,-0.010009765625,torch.float16
layers.9.feed_forward.w3.weight,-0.01263427734375,0.010009765625,0.0123291015625,0.0034332275390625,torch.float16
layers.9.ffn_norm.weight,0.240234375,0.23046875,0.2197265625,0.228515625,torch.float16
layers.9.attention_norm.weight,0.349609375,0.353515625,0.3203125,0.32421875,torch.float16
layers.10.attention.wq.weight,-0.00121307373046875,0.00653076171875,-0.000835418701171875,-0.00069427490234375,torch.float16
layers.10.attention.wk.weight,-0.0203857421875,0.01177978515625,-0.00408935546875,0.00714111328125,torch.float16
layers.10.attention.wv.weight,-0.040283203125,0.0030364990234375,-0.0067138671875,0.0169677734375,torch.float16
layers.10.attention.wo.weight,-0.0018463134765625,0.002166748046875,-0.0296630859375,0.031494140625,torch.float16
layers.10.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.10.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.10.feed_forward.w1.weight,-0.031982421875,-0.0390625,-0.0277099609375,0.005340576171875,torch.float16
layers.10.feed_forward.w2.weight,-0.010498046875,-0.027587890625,-0.0042724609375,0.0322265625,torch.float16
layers.10.feed_forward.w3.weight,-0.04248046875,-0.006011962890625,-0.038330078125,-0.01190185546875,torch.float16
layers.10.ffn_norm.weight,0.2451171875,0.2294921875,0.2216796875,0.236328125,torch.float16
layers.10.attention_norm.weight,0.359375,0.35546875,0.318359375,0.322265625,torch.float16
layers.11.attention.wq.weight,0.015869140625,0.01611328125,-0.0086669921875,-0.0162353515625,torch.float16
layers.11.attention.wk.weight,0.006317138671875,0.0164794921875,-0.0011444091796875,-0.01007080078125,torch.float16
layers.11.attention.wv.weight,0.006134033203125,0.00299072265625,-0.00933837890625,-0.014892578125,torch.float16
layers.11.attention.wo.weight,-0.0177001953125,-0.001434326171875,0.006439208984375,-0.0242919921875,torch.float16
layers.11.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.11.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.11.feed_forward.w1.weight,-0.044921875,-0.00946044921875,-3.552436828613281e-05,-0.00015354156494140625,torch.float16
layers.11.feed_forward.w2.weight,-0.017822265625,0.044677734375,0.016357421875,0.000316619873046875,torch.float16
layers.11.feed_forward.w3.weight,-0.010498046875,-0.0023193359375,-0.02734375,0.02685546875,torch.float16
layers.11.ffn_norm.weight,0.25,0.236328125,0.232421875,0.244140625,torch.float16
layers.11.attention_norm.weight,0.390625,0.388671875,0.35546875,0.365234375,torch.float16
layers.12.attention.wq.weight,-0.004638671875,-0.0189208984375,0.00909423828125,0.0048828125,torch.float16
layers.12.attention.wk.weight,0.01055908203125,-0.00469970703125,0.0003662109375,-0.00112152099609375,torch.float16
layers.12.attention.wv.weight,0.005828857421875,0.004547119140625,0.005279541015625,0.0074462890625,torch.float16
layers.12.attention.wo.weight,0.0279541015625,0.007232666015625,-0.001068115234375,-0.01141357421875,torch.float16
layers.12.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.12.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.12.feed_forward.w1.weight,0.00787353515625,-0.02490234375,0.0091552734375,-0.0213623046875,torch.float16
layers.12.feed_forward.w2.weight,0.003875732421875,-0.005645751953125,-0.031005859375,0.011962890625,torch.float16
layers.12.feed_forward.w3.weight,0.0031280517578125,0.01904296875,0.006683349609375,0.016845703125,torch.float16
layers.12.ffn_norm.weight,0.2578125,0.2431640625,0.236328125,0.25390625,torch.float16
layers.12.attention_norm.weight,0.3984375,0.392578125,0.361328125,0.365234375,torch.float16
layers.13.attention.wq.weight,-0.0029449462890625,-0.0096435546875,-0.0145263671875,0.034423828125,torch.float16
layers.13.attention.wk.weight,0.0103759765625,0.0042724609375,-0.0024566650390625,0.012939453125,torch.float16
layers.13.attention.wv.weight,0.0140380859375,0.002349853515625,-0.01348876953125,0.01953125,torch.float16
layers.13.attention.wo.weight,-0.002349853515625,0.0004787445068359375,-0.00506591796875,-0.016357421875,torch.float16
layers.13.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.13.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.13.feed_forward.w1.weight,0.0194091796875,0.00787353515625,-0.00909423828125,-0.00885009765625,torch.float16
layers.13.feed_forward.w2.weight,-0.00640869140625,-0.0035400390625,-0.002166748046875,0.004791259765625,torch.float16
layers.13.feed_forward.w3.weight,-0.0341796875,0.0228271484375,-0.00640869140625,-0.004669189453125,torch.float16
layers.13.ffn_norm.weight,0.259765625,0.25,0.2431640625,0.26171875,torch.float16
layers.13.attention_norm.weight,0.41015625,0.3984375,0.3671875,0.37890625,torch.float16
layers.14.attention.wq.weight,-0.005584716796875,0.00128936767578125,0.01904296875,-0.00421142578125,torch.float16
layers.14.attention.wk.weight,-0.010498046875,-0.0029754638671875,0.00970458984375,0.001953125,torch.float16
layers.14.attention.wv.weight,0.00836181640625,0.007080078125,-0.039306640625,-0.009033203125,torch.float16
layers.14.attention.wo.weight,-0.009765625,0.00653076171875,-0.02197265625,-0.007781982421875,torch.float16
layers.14.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.14.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.14.feed_forward.w1.weight,-0.01434326171875,0.0096435546875,-0.00897216796875,0.004608154296875,torch.float16
layers.14.feed_forward.w2.weight,0.00885009765625,0.02392578125,0.00604248046875,-0.009521484375,torch.float16
layers.14.feed_forward.w3.weight,0.001434326171875,0.01177978515625,0.018310546875,0.0057373046875,torch.float16
layers.14.ffn_norm.weight,0.271484375,0.259765625,0.259765625,0.27734375,torch.float16
layers.14.attention_norm.weight,0.41015625,0.419921875,0.37109375,0.3828125,torch.float16
layers.15.attention.wq.weight,-0.0084228515625,-0.0201416015625,-0.00439453125,0.00170135498046875,torch.float16
layers.15.attention.wk.weight,0.0201416015625,-0.00665283203125,-0.00994873046875,0.038330078125,torch.float16
layers.15.attention.wv.weight,0.00927734375,0.0003147125244140625,0.00482177734375,-0.005950927734375,torch.float16
layers.15.attention.wo.weight,0.003021240234375,0.007568359375,-0.015625,-0.031494140625,torch.float16
layers.15.attention.kv_cache.k_cache,0.0,0.0,0.0,0.0,torch.float16
layers.15.attention.kv_cache.v_cache,0.0,0.0,0.0,0.0,torch.float16
layers.15.feed_forward.w1.weight,-0.00909423828125,0.0281982421875,-0.015625,-0.010986328125,torch.float16
layers.15.feed_forward.w2.weight,-0.00689697265625,-0.014892578125,-0.0279541015625,-0.010009765625,torch.float16
layers.15.feed_forward.w3.weight,-0.01214599609375,-0.0115966796875,0.0247802734375,0.0002288818359375,torch.float16
layers.15.ffn_norm.weight,0.28515625,0.271484375,0.26953125,0.287109375,torch.float16
layers.15.attention_norm.weight,0.40234375,0.396484375,0.373046875,0.376953125,torch.float16
